Sender,Message,Date,Timestamp,Flirt_Label,Predicted_Flirt_Label,Predicted_Flirt,Hour,Media_Flag,Missed_Call_Flag
Anna,i am seeking a lady in the street and a freak in the sheets. Is that you?,2025-07-10,2025-07-10 16:22:00,0,0,Not Flirt,16,0,0
Anna,Its worse if if uses half way then stops. Its better for him to complete it.,2025-02-15,2025-02-15 03:43:00,0,0,Not Flirt,3,0,0
Isaac,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,2025-11-29,2025-11-29 02:32:00,0,0,Not Flirt,2,0,0
Anna,Dont kick coco when he's down,2025-11-29,2025-11-29 20:30:00,0,0,Not Flirt,20,0,0
Anna,Ugh just got outta class,2025-10-17,2025-10-17 18:13:00,0,0,Not Flirt,18,0,0
Anna,"Sorry, I'll call later",2025-05-09,2025-05-09 13:27:00,0,0,Not Flirt,13,0,0
Anna,"I'm a guy, browsin is compulsory",2025-01-22,2025-01-22 17:54:00,0,0,Not Flirt,17,0,0
Anna,ÃÃ comin to fetch us oredi...,2025-09-17,2025-09-17 14:22:00,0,0,Not Flirt,14,0,0
Anna,Then u go back urself lor...,2025-06-06,2025-06-06 19:28:00,0,0,Not Flirt,19,0,0
Isaac,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,2025-12-28,2025-12-28 11:45:00,0,0,Not Flirt,11,0,0
Anna,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",2025-09-12,2025-09-12 23:40:00,1,1,Flirt,23,0,0
Anna,Is she replying. Has boye changed his phone number,2025-07-16,2025-07-16 18:07:00,0,0,Not Flirt,18,0,0
Anna,"There'll be a minor shindig at my place later tonight, you interested?",2025-12-27,2025-12-27 03:42:00,0,0,Not Flirt,3,0,0
Isaac,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,2025-10-20,2025-10-20 05:43:00,1,1,Flirt,5,0,0
Anna,I cant pick the phone right now. Pls send a message,2025-06-17,2025-06-17 11:42:00,0,0,Not Flirt,11,0,0
Anna,Its a part of checking IQ,2025-01-08,2025-01-08 05:00:00,0,0,Not Flirt,5,0,0
Anna,Happy birthday... May u find ur prince charming soon n dun work too hard...,2025-02-04,2025-02-04 04:03:00,1,1,Flirt,4,0,0
Anna,"K, I might come by tonight then if my class lets out early",2025-06-12,2025-06-12 03:25:00,0,0,Not Flirt,3,0,0
Isaac,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,2025-07-25,2025-07-25 06:42:00,0,0,Not Flirt,6,0,0
Anna,I want  &lt;#&gt;  rs da:)do you have it?,2025-01-12,2025-01-12 07:53:00,0,0,Not Flirt,7,0,0
Anna,We are both fine. Thanks,2025-02-16,2025-02-16 11:41:00,0,0,Not Flirt,11,0,0
Anna,Okie.. Thanx..,2025-09-15,2025-09-15 03:59:00,0,0,Not Flirt,3,0,0
Anna,I can take you at like noon,2025-10-02,2025-10-02 09:17:00,0,0,Not Flirt,9,0,0
Isaac,Please CALL 08712402972 immediately as there is an urgent message waiting for you,2025-01-12,2025-01-12 04:54:00,0,0,Not Flirt,4,0,0
Anna,That is wondar full flim.,2025-07-05,2025-07-05 11:11:00,0,0,Not Flirt,11,0,0
Anna,Shb b ok lor... Thanx...,2025-01-30,2025-01-30 20:41:00,0,0,Not Flirt,20,0,0
Isaac,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,2025-09-22,2025-09-22 03:28:00,1,1,Flirt,3,0,0
Anna,It should take about  &lt;#&gt;  min,2025-11-01,2025-11-01 11:48:00,0,0,Not Flirt,11,0,0
Anna,Ugh. Gotta drive back to sd from la. My butt is sore.,2025-11-14,2025-11-14 08:39:00,0,0,Not Flirt,8,0,0
Anna,What's ur pin?,2025-08-07,2025-08-07 11:13:00,0,0,Not Flirt,11,0,0
Anna,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,2025-08-18,2025-08-18 16:33:00,0,0,Not Flirt,16,0,0
Isaac,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,2025-12-05,2025-12-05 05:31:00,0,0,Not Flirt,5,0,0
Anna,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,2025-08-12,2025-08-12 16:04:00,0,0,Not Flirt,16,0,0
Anna,There bold 2  &lt;#&gt; . Is that yours,2025-06-13,2025-06-13 01:47:00,0,0,Not Flirt,1,0,0
Anna,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,2025-10-03,2025-10-03 11:59:00,0,0,Not Flirt,11,0,0
Anna,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,2025-08-04,2025-08-04 19:01:00,1,1,Flirt,19,0,0
Anna,"Aight, I'm chillin in a friend's room so text me when you're on the way",2025-11-04,2025-11-04 13:09:00,0,0,Not Flirt,13,0,0
Anna,Thanks love. But am i doing torch or bold.,2025-07-11,2025-07-11 16:10:00,1,1,Flirt,16,0,0
Anna,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",2025-11-14,2025-11-14 05:57:00,0,0,Not Flirt,5,0,0
Anna,I am not sure about night menu. . . I know only about noon menu,2025-01-17,2025-01-17 16:39:00,0,0,Not Flirt,16,0,0
Anna,Anything lar then Ã_ not going home 4 dinner?,2025-01-14,2025-01-14 14:50:00,0,0,Not Flirt,14,0,0
Anna,soon you will have the real thing princess! Do i make you wet? :),2025-02-06,2025-02-06 10:47:00,0,0,Not Flirt,10,0,0
Anna,Nope i'm not drivin... I neva develop da photos lei...,2025-07-23,2025-07-23 03:46:00,0,0,Not Flirt,3,0,0
Anna,"Just dropped em off, omw back now",2025-09-16,2025-09-16 20:57:00,0,0,Not Flirt,20,0,0
Isaac,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,2025-03-21,2025-03-21 04:47:00,0,0,Not Flirt,4,0,0
Isaac,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,2025-02-27,2025-02-27 03:06:00,0,0,Not Flirt,3,0,0
Anna,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,2025-11-11,2025-11-11 01:44:00,0,0,Not Flirt,1,0,0
Anna,Yunny... I'm goin to be late,2025-10-02,2025-10-02 00:43:00,0,0,Not Flirt,0,0,0
Anna,\CHA QUITEAMUZING THATÃ¥ÃSCOOL BABE,2025-08-25,2025-08-25 18:46:00,1,1,Flirt,18,0,0
Anna,Sent me ur email id soon,2025-06-28,2025-06-28 10:11:00,0,0,Not Flirt,10,0,0
Anna,"Jay told me already, will do",2025-06-03,2025-06-03 13:47:00,0,0,Not Flirt,13,0,0
Anna,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",2025-01-08,2025-01-08 19:39:00,0,0,Not Flirt,19,0,0
Anna,Ic. There are a lotta childporn cars then.,2025-03-10,2025-03-10 22:17:00,0,0,Not Flirt,22,0,0
Anna,Yo sorry was in the shower sup,2025-11-24,2025-11-24 10:28:00,0,0,Not Flirt,10,0,0
Anna,It took Mr owl 3 licks,2025-05-04,2025-05-04 23:08:00,0,0,Not Flirt,23,0,0
Anna,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",2025-09-15,2025-09-15 06:09:00,1,1,Flirt,6,0,0
Anna,"St andre, virgil's cream",2025-09-14,2025-09-14 23:27:00,0,0,Not Flirt,23,0,0
Anna,"Probably gonna be here for a while, see you later tonight &lt;)",2025-04-24,2025-04-24 04:03:00,0,0,Not Flirt,4,0,0
Isaac,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,2025-03-16,2025-03-16 20:33:00,0,0,Not Flirt,20,0,0
Anna,I attended but nothing is there.,2025-09-10,2025-09-10 13:28:00,0,0,Not Flirt,13,0,0
Anna,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",2025-02-04,2025-02-04 11:02:00,1,1,Flirt,11,0,0
Anna,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,2025-06-30,2025-06-30 18:41:00,1,1,Flirt,18,0,0
Anna,It's ok lar. U sleep early too... Nite...,2025-11-21,2025-11-21 04:01:00,0,0,Not Flirt,4,0,0
Anna,Free any day but i finish at 6 on mon n thurs...,2025-09-17,2025-09-17 17:33:00,0,0,Not Flirt,17,0,0
Anna,"Nah, I'm a perpetual DD",2025-10-07,2025-10-07 00:22:00,0,0,Not Flirt,0,0,0
Anna,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,2025-01-31,2025-01-31 16:45:00,0,0,Not Flirt,16,0,0
Anna,They did't play one day last year know even though they have very good team.. Like india.,2025-03-15,2025-03-15 04:36:00,0,0,Not Flirt,4,0,0
Anna,Networking job is there.,2025-04-11,2025-04-11 15:39:00,0,0,Not Flirt,15,0,0
Anna,I dont understand your message.,2025-04-17,2025-04-17 22:18:00,0,0,Not Flirt,22,0,0
Anna, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,2025-03-13,2025-03-13 02:36:00,0,0,Not Flirt,2,0,0
Anna,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,2025-12-21,2025-12-21 19:33:00,0,0,Not Flirt,19,0,0
Anna,I.ll post her out l8r. In class,2025-03-02,2025-03-02 11:40:00,0,0,Not Flirt,11,0,0
Isaac,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,2025-09-16,2025-09-16 14:01:00,0,0,Not Flirt,14,0,0
Anna,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,2025-08-03,2025-08-03 07:14:00,0,0,Not Flirt,7,0,0
Isaac,Adult 18 Content Your video will be with you shortly,2025-08-11,2025-08-11 23:17:00,0,0,Not Flirt,23,0,0
Isaac,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",2025-03-20,2025-03-20 14:38:00,0,0,Not Flirt,14,0,0
Anna,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",2025-04-23,2025-04-23 12:21:00,1,1,Flirt,12,0,0
Anna,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,2025-08-10,2025-08-10 12:04:00,0,0,Not Flirt,12,0,0
Anna,"Hey elaine, is today's meeting still on?",2025-04-20,2025-04-20 09:56:00,0,0,Not Flirt,9,0,0
Anna,Good evening! How are you?,2025-09-11,2025-09-11 10:53:00,0,0,Not Flirt,10,0,0
Anna,2 and half years i missed your friendship:-),2025-01-15,2025-01-15 17:54:00,1,1,Flirt,17,0,0
Anna,Ya just telling abt tht incident..,2025-01-27,2025-01-27 21:19:00,0,0,Not Flirt,21,0,0
Anna,Be happy there. I will come after noon,2025-09-23,2025-09-23 23:40:00,0,0,Not Flirt,23,0,0
Anna,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,2025-08-14,2025-08-14 05:52:00,0,0,Not Flirt,5,0,0
Anna,I liked your new house,2025-01-17,2025-01-17 01:52:00,0,0,Not Flirt,1,0,0
Anna,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",2025-11-25,2025-11-25 04:23:00,0,0,Not Flirt,4,0,0
Anna,"Sorry sir, i will call you tomorrow.  senthil.hsbc",2025-01-03,2025-01-03 02:30:00,0,0,Not Flirt,2,0,0
Anna,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",2025-12-15,2025-12-15 18:59:00,0,0,Not Flirt,18,0,0
Anna,I've told you everything will stop. Just dont let her get dehydrated.,2025-09-24,2025-09-24 08:32:00,0,0,Not Flirt,8,0,0
Anna,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",2025-12-27,2025-12-27 16:12:00,0,0,Not Flirt,16,0,0
Anna,I havent lei.. Next mon can?,2025-12-13,2025-12-13 08:32:00,0,0,Not Flirt,8,0,0
Anna,Hey. You got any mail?,2025-04-25,2025-04-25 12:28:00,0,0,Not Flirt,12,0,0
Isaac,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,2025-10-04,2025-10-04 04:54:00,1,1,Flirt,4,0,0
Anna,Yo guess what I just dropped,2025-03-19,2025-03-19 05:54:00,0,0,Not Flirt,5,0,0
Anna,Hey you around? I've got enough for a half + the ten I owe you,2025-06-22,2025-06-22 07:47:00,0,0,Not Flirt,7,0,0
Isaac,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,2025-03-29,2025-03-29 21:25:00,0,0,Not Flirt,21,0,0
Isaac,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,2025-06-27,2025-06-27 13:52:00,0,0,Not Flirt,13,0,0
Anna,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,2025-11-15,2025-11-15 10:43:00,0,0,Not Flirt,10,0,0
Anna,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,2025-06-09,2025-06-09 09:03:00,1,1,Flirt,9,0,0
Anna,Check audrey's status right now,2025-02-04,2025-02-04 00:37:00,0,0,Not Flirt,0,0,0
Anna,Yar else i'll thk of all sorts of funny things.,2025-04-29,2025-04-29 17:16:00,0,0,Not Flirt,17,0,0
Anna,Gudnite....tc...practice going on,2025-10-15,2025-10-15 03:38:00,0,0,Not Flirt,3,0,0
Isaac,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",2025-07-10,2025-07-10 14:02:00,0,0,Not Flirt,14,0,0
Anna,At home also.,2025-07-24,2025-07-24 14:45:00,0,0,Not Flirt,14,0,0
Anna,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",2025-06-07,2025-06-07 13:25:00,0,0,Not Flirt,13,0,0
Isaac,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",2025-04-18,2025-04-18 02:24:00,0,0,Not Flirt,2,0,0
Anna,Huh so fast... Dat means u havent finished painting?,2025-08-07,2025-08-07 11:09:00,0,0,Not Flirt,11,0,0
Isaac,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",2025-08-20,2025-08-20 04:47:00,0,0,Not Flirt,4,0,0
Anna,"It's that time of the week again, ryan",2025-11-24,2025-11-24 20:20:00,0,0,Not Flirt,20,0,0
Anna,I have a rather prominent bite mark on my right cheek,2025-08-14,2025-08-14 14:49:00,0,0,Not Flirt,14,0,0
Anna,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,2025-12-30,2025-12-30 04:19:00,0,0,Not Flirt,4,0,0
Anna,I went to project centre,2025-10-29,2025-10-29 18:12:00,0,0,Not Flirt,18,0,0
Anna,I am 6 ft. We will be a good combination!,2025-01-30,2025-01-30 01:09:00,0,0,Not Flirt,1,0,0
Anna,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,2025-05-24,2025-05-24 08:17:00,0,0,Not Flirt,8,0,0
Anna,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",2025-05-21,2025-05-21 14:44:00,0,0,Not Flirt,14,0,0
Isaac,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,2025-01-02,2025-01-02 10:26:00,0,0,Not Flirt,10,0,0
Anna,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,2025-03-08,2025-03-08 05:32:00,1,1,Flirt,5,0,0
Anna,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",2025-10-06,2025-10-06 06:40:00,0,0,Not Flirt,6,0,0
Anna,"Received, understood n acted upon!",2025-05-09,2025-05-09 17:45:00,0,0,Not Flirt,17,0,0
Anna,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,2025-02-24,2025-02-24 06:14:00,0,0,Not Flirt,6,0,0
Isaac,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,2025-04-16,2025-04-16 03:57:00,0,0,Not Flirt,3,0,0
Anna,Haha... Hope Ã_ can hear the receipt sound... Gd luck!,2025-04-11,2025-04-11 12:12:00,0,0,Not Flirt,12,0,0
Anna,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,2025-03-05,2025-03-05 23:32:00,0,0,Not Flirt,23,0,0
Anna,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,2025-02-07,2025-02-07 05:37:00,0,0,Not Flirt,5,0,0
Anna,How much you got for cleaning,2025-10-06,2025-10-06 23:11:00,0,0,Not Flirt,23,0,0
Anna,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,2025-10-29,2025-10-29 00:13:00,0,0,Not Flirt,0,0,0
Anna,"Sorry, I'll call later",2025-07-01,2025-07-01 07:31:00,0,0,Not Flirt,7,0,0
Anna,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,2025-08-13,2025-08-13 18:32:00,0,0,Not Flirt,18,0,0
Anna,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",2025-12-02,2025-12-02 13:14:00,0,0,Not Flirt,13,0,0
Anna,"Awesome, lemme know whenever you're around",2025-11-04,2025-11-04 14:59:00,0,0,Not Flirt,14,0,0
Anna,Ay wana meet on sat?Ã_ wkg on sat?,2025-01-13,2025-01-13 05:14:00,0,0,Not Flirt,5,0,0
Anna,Cancel cheyyamo?and get some money back?,2025-12-14,2025-12-14 20:15:00,0,0,Not Flirt,20,0,0
Anna,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",2025-01-25,2025-01-25 18:11:00,0,0,Not Flirt,18,0,0
Anna,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,2025-01-11,2025-01-11 00:33:00,0,0,Not Flirt,0,0,0
Isaac,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,2025-05-28,2025-05-28 09:27:00,1,1,Flirt,9,0,0
Anna,It shall be fine. I have avalarr now. Will hollalater,2025-09-30,2025-09-30 07:42:00,0,0,Not Flirt,7,0,0
Anna,What your plan for pongal?,2025-01-30,2025-01-30 14:35:00,0,0,Not Flirt,14,0,0
Anna,Tension ah?what machi?any problem?,2025-04-18,2025-04-18 04:14:00,0,0,Not Flirt,4,0,0
Anna,Simply sitting and watching match in office..,2025-04-07,2025-04-07 03:24:00,0,0,Not Flirt,3,0,0
Anna,"Me also da, i feel yesterday night  wait til 2day night dear.",2025-05-26,2025-05-26 05:52:00,0,0,Not Flirt,5,0,0
Anna,Unni thank you dear for the recharge..Rakhesh,2025-12-26,2025-12-26 21:43:00,0,0,Not Flirt,21,0,0
Isaac,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,2025-05-02,2025-05-02 04:32:00,0,0,Not Flirt,4,0,0
Anna,Nvm it's ok...,2025-03-18,2025-03-18 12:48:00,0,0,Not Flirt,12,0,0
Anna,Short But Cute : \ Be a good person ,2025-02-14,2025-02-14 22:29:00,1,1,Flirt,22,0,0
Isaac,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at Ã¥Â£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",2025-03-14,2025-03-14 13:55:00,0,0,Not Flirt,13,0,0
Anna,I surely dont forgot to come:)i will always be in touch in with you:-),2025-02-18,2025-02-18 21:13:00,0,0,Not Flirt,21,0,0
Anna,I'll meet you in the lobby,2025-07-29,2025-07-29 12:30:00,0,0,Not Flirt,12,0,0
Anna,\YEH I AM DEF UP4 SOMETHING SAT,2025-06-03,2025-06-03 16:16:00,0,0,Not Flirt,16,0,0
Anna,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,2025-07-01,2025-07-01 22:28:00,1,1,Flirt,22,0,0
Anna,Ok i thk i got it. Then u wan me 2 come now or wat?,2025-10-31,2025-10-31 18:56:00,0,0,Not Flirt,18,0,0
Isaac,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN Ã¥Â£100 Cash WKENT/150P16+,2025-07-31,2025-07-31 23:59:00,0,0,Not Flirt,23,0,0
Anna,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",2025-02-26,2025-02-26 22:02:00,0,0,Not Flirt,22,0,0
Anna,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,2025-05-18,2025-05-18 17:11:00,0,0,Not Flirt,17,0,0
Anna,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,2025-04-25,2025-04-25 07:41:00,0,0,Not Flirt,7,0,0
Anna,Up to Ã_... ÃÃ wan come then come lor... But i din c any stripes skirt...,2025-10-29,2025-10-29 19:49:00,0,0,Not Flirt,19,0,0
Anna,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",2025-04-23,2025-04-23 07:04:00,0,0,Not Flirt,7,0,0
Anna,K.i will send in  &lt;#&gt;  min:),2025-02-20,2025-02-20 20:51:00,0,0,Not Flirt,20,0,0
Anna,"Aight, we'll head out in a few",2025-09-26,2025-09-26 17:31:00,0,0,Not Flirt,17,0,0
Anna,Ok...,2025-06-06,2025-06-06 13:17:00,0,0,Not Flirt,13,0,0
Anna,I'll let you know when it kicks in,2025-02-05,2025-02-05 06:59:00,0,0,Not Flirt,6,0,0
Anna,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",2025-09-09,2025-09-09 20:47:00,0,0,Not Flirt,20,0,0
Anna,Then she dun believe wat?,2025-03-19,2025-03-19 02:23:00,0,0,Not Flirt,2,0,0
Anna,Well done and ! luv ya all ,2025-11-13,2025-11-13 22:48:00,1,1,Flirt,22,0,0
Anna,No my mum went 2 dentist.,2025-10-31,2025-10-31 21:41:00,0,0,Not Flirt,21,0,0
Anna,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,2025-05-16,2025-05-16 02:29:00,0,0,Not Flirt,2,0,0
Anna,Have you started in skye,2025-07-22,2025-07-22 22:34:00,0,0,Not Flirt,22,0,0
Anna,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,2025-07-27,2025-07-27 08:54:00,0,0,Not Flirt,8,0,0
Anna,I like you peoples very much:) but am very shy pa.,2025-08-27,2025-08-27 14:47:00,0,0,Not Flirt,14,0,0
Anna,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",2025-01-26,2025-01-26 13:06:00,0,0,Not Flirt,13,0,0
Anna,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,2025-04-29,2025-04-29 19:04:00,0,0,Not Flirt,19,0,0
Anna,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,2025-03-04,2025-03-04 10:37:00,1,1,Flirt,10,0,0
Anna,I'll text you when I drop x off,2025-09-12,2025-09-12 16:29:00,0,0,Not Flirt,16,0,0
Anna,We have all rounder:)so not required:),2025-01-26,2025-01-26 13:05:00,0,0,Not Flirt,13,0,0
Anna,Why don't you wait 'til at least wednesday to see if you get your .,2025-07-08,2025-07-08 20:25:00,0,0,Not Flirt,20,0,0
Anna,"Are you being good, baby? :)",2025-09-23,2025-09-23 18:24:00,1,1,Flirt,18,0,0
Anna,What r u cooking me for dinner?,2025-12-13,2025-12-13 04:11:00,0,0,Not Flirt,4,0,0
Anna,Are you still getting the goods.,2025-04-16,2025-04-16 09:06:00,0,0,Not Flirt,9,0,0
Anna,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,2025-01-04,2025-01-04 05:46:00,1,1,Flirt,5,0,0
Anna,Tiwary to rcb.battle between bang and kochi.,2025-09-22,2025-09-22 06:13:00,0,0,Not Flirt,6,0,0
Anna,Prepare to be pounded every night...,2025-01-01,2025-01-01 21:32:00,0,0,Not Flirt,21,0,0
Anna,Can you say what happen,2025-01-25,2025-01-25 13:07:00,0,0,Not Flirt,13,0,0
Anna,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,2025-12-28,2025-12-28 12:48:00,1,1,Flirt,12,0,0
Anna,Yar lor... How u noe? U used dat route too?,2025-11-11,2025-11-11 21:01:00,0,0,Not Flirt,21,0,0
Anna,:-) :-),2025-09-16,2025-09-16 08:23:00,0,0,Not Flirt,8,0,0
Isaac,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,2025-11-02,2025-11-02 00:33:00,0,0,Not Flirt,0,0,0
Anna,Lol its ok I didn't remember til last nite,2025-01-28,2025-01-28 19:28:00,0,0,Not Flirt,19,0,0
Anna,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",2025-02-02,2025-02-02 18:18:00,1,1,Flirt,18,0,0
Anna,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,2025-04-21,2025-04-21 00:51:00,0,0,Not Flirt,0,0,0
Isaac,Promotion Number: 8714714 - UR awarded a City Break and could WIN a Ã¥Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Ã¥Â£1.50perWKsub,2025-01-09,2025-01-09 23:55:00,0,0,Not Flirt,23,0,0
Anna,Ok.,2025-11-21,2025-11-21 06:30:00,0,0,Not Flirt,6,0,0
Anna,Nope. I just forgot. Will show next week,2025-01-21,2025-01-21 20:38:00,0,0,Not Flirt,20,0,0
